group,run_name,run_dir,seed,test_acc,test_macro_f1,test_teacher_agreement,dataset_npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.5_lce0.9_lkd1.2000000000000002_lf0.1_seed122,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4_c0_r2/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.5_lce0.9_lkd1.2000000000000002_lf0.1_seed122,122,0.9073,0.867539,0.941,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4_c7_r1/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.5_lce0.9_lkd1.1_lf0.0_seed14,14,0.9551000000000001,0.939485,0.9494,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.5_lce0.9_lkd1.2000000000000002_lf0.1_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4_c7_r2/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.5_lce0.9_lkd1.2000000000000002_lf0.1_seed42,42,0.8454999999999999,0.813392,0.8848,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4p_c0_r1/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed14,14,0.9551000000000001,0.939464,0.9521999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.0_lce0.9_lkd1.3_lf0.2_seed42,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4p_c0_r2/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.0_lce0.9_lkd1.3_lf0.2_seed42,42,0.8454999999999999,0.817645,0.8736,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed122,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4p_c7_r1/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00024999999999999995_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed122,122,0.8904000000000001,0.845991,0.9073,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.0_lce0.9_lkd1.3_lf0.2_seed14,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage2/s2_s0_l4p_c7_r2/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.00035_bs128_T2.0_lce0.9_lkd1.3_lf0.2_seed14,14,0.9662999999999999,0.94975,0.9579000000000001,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed132,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c0/seed_132/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed132,132,0.9551000000000001,0.937809,0.9521999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed230,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c0/seed_230/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed230,230,0.9298000000000001,0.905478,0.9521999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed314,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c0/seed_314/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed314,314,0.9551000000000001,0.941085,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed512,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c0/seed_512/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed512,512,0.8792,0.845857,0.8933,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed132,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c7/seed_132/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed132,132,0.9551000000000001,0.937809,0.9521999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed230,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c7/seed_230/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed230,230,0.9298000000000001,0.905478,0.9521999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed314,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c7/seed_314/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed314,314,0.9551000000000001,0.941085,0.9606999999999999,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
ablation3_joint_teacher_student_tcn_attn,ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed512,ablation_experiments/h1/results/run_20260327_131013/ablation3_joint_tcn_attn/ablation3_h1_scan90_run_20260327_131013_rerun/stage3/s3_s0_l4p_c7/seed_512/ablation3_joint_tcn_attn_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lrt0.0001_lrs0.0003_bs128_T2.0_lce0.9_lkd1.2_lf0.1_seed512,512,0.8792,0.845857,0.8933,Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz
