stage,config_id,base_config_id,seed,epochs,batch_size,checkpoint_metric,job_output_root,temperature,lambda_ce,lambda_kd,lambda_feat,lr,weight_decay,weighted_sampler,student_lstm_layers,student_lstm_dropout,student_classifier_hidden,student_classifier_dropout,run_dir,status,elapsed_sec,val_macro_f1,test_acc,test_macro_f1,test_teacher_agreement,best_epoch,best_score,target_reached
stage1,s1_l4_o1_c0,,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o1_c0,3.5,0.7,1.4,0.3,0.00015,1e-05,True,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o1_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,7.89,0.956604,0.8595999999999999,0.841025,0.9129,23,0.956604,False
stage1,s1_l4_o1_c1,,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o1_c1,3.5,0.7,1.4,0.3,0.00015,1e-05,True,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o1_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00015_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,7.5,0.967262,0.8652,0.814521,0.9521999999999999,21,0.967262,False
stage1,s1_l4_o2_c0,,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o2_c0,3.5,0.7,1.4,0.3,0.0002,0.0001,True,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o2_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,6.93,0.961905,0.8482999999999999,0.825827,0.9242,17,0.961905,False
stage1,s1_l4_o2_c1,,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o2_c1,3.5,0.7,1.4,0.3,0.0002,0.0001,True,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o2_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0002_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,7.17,0.967262,0.8623999999999999,0.81138,0.9551000000000001,16,0.967262,False
stage1,s1_l4_o3_c0,,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o3_c0,3.5,0.7,1.4,0.3,0.0003,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o3_c0/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,7.82,0.986227,0.8904000000000001,0.850704,0.9775,24,0.986227,False
stage1,s1_l4_o3_c1,,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o3_c1,3.5,0.7,1.4,0.3,0.0003,0.0002,False,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/stage1/s1_l4_o3_c1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,8.5,0.986227,0.8848,0.837617,0.9719,28,0.986227,False
stage2,s2_s1_l3_o3_c0_r1,s1_l3_o3_c0,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c0_r1,3.0,0.8,1.2,0.2,0.00024999999999999995,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c0_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,8.56,0.986227,0.882,0.837755,0.9691,30,0.986227,False
stage2,s2_s1_l3_o3_c0_r2,s1_l3_o3_c0,42,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c0_r2,3.0,0.8,1.3,0.30000000000000004,0.00035,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c0_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00035_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed42,success,7.84,0.983041,0.8961,0.85605,0.9831,25,0.983041,False
stage2,s2_s1_l4_o3_c0_r1,s1_l4_o3_c0,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c0_r1,3.5,0.7,1.4,0.3,0.00024999999999999995,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c0_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,9.02,0.986227,0.8933,0.853736,0.9803000000000001,33,0.986227,False
stage2,s2_s1_l4_o3_c0_r2,s1_l4_o3_c0,42,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c0_r2,3.5,0.7,1.5,0.4,0.00035,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c0_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00035_bs128_T3.5_lce0.7_lkd1.5_lf0.4_seed42,success,7.52,0.977522,0.9045000000000001,0.866597,0.9803000000000001,23,0.977522,True
stage2,s2_s1_l3_o3_c1_r1,s1_l3_o3_c1,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c1_r1,3.0,0.8,1.2,0.2,0.00024999999999999995,0.0002,False,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c1_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed14,success,8.51,0.986227,0.882,0.834598,0.9691,28,0.986227,False
stage2,s2_s1_l3_o3_c1_r2,s1_l3_o3_c1,42,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c1_r2,3.0,0.8,1.3,0.30000000000000004,0.00035,0.0002,False,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l3_o3_c1_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00035_bs128_T3.0_lce0.8_lkd1.3_lf0.30000000000000004_seed42,success,6.94,0.983041,0.9157,0.871486,0.9466,13,0.983041,True
stage2,s2_s1_l4_o3_c1_r1,s1_l4_o3_c1,14,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c1_r1,3.5,0.7,1.4,0.3,0.00024999999999999995,0.0002,False,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c1_r1/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed14,success,9.08,0.986227,0.8876000000000001,0.842277,0.9747,34,0.986227,False
stage2,s2_s1_l4_o3_c1_r2,s1_l4_o3_c1,42,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c1_r2,3.5,0.7,1.5,0.4,0.00035,0.0002,False,2,0.3,64,0.35,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage2/s2_s1_l4_o3_c1_r2/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00035_bs128_T3.5_lce0.7_lkd1.5_lf0.4_seed42,success,6.84,0.983041,0.9185,0.876144,0.9494,14,0.983041,True
stage3,s3_s2_s1_l4_o3_c0_r1,s2_s1_l4_o3_c0_r1,77,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_77,3.5,0.7,1.4,0.3,0.00024999999999999995,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_77/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed77,success,6.86,0.98283,0.8961,0.858961,0.9438,17,0.98283,False
stage3,s3_s2_s1_l4_o3_c0_r1,s2_s1_l4_o3_c0_r1,122,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_122,3.5,0.7,1.4,0.3,0.00024999999999999995,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_122/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed122,success,7.33,0.97456,0.8904000000000001,0.856137,0.9662999999999999,21,0.97456,False
stage3,s3_s2_s1_l4_o3_c0_r1,s2_s1_l4_o3_c0_r1,183,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_183,3.5,0.7,1.4,0.3,0.00024999999999999995,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_183/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed183,success,9.15,0.971383,0.9045000000000001,0.865237,0.9354,34,0.971383,True
stage3,s3_s2_s1_l4_o3_c0_r1,s2_s1_l4_o3_c0_r1,230,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_230,3.5,0.7,1.4,0.3,0.00024999999999999995,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s2_s1_l4_o3_c0_r1/seed_230/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.00024999999999999995_bs128_T3.5_lce0.7_lkd1.4_lf0.3_seed230,success,8.28,0.961479,0.9017000000000001,0.865073,0.9831,28,0.961479,True
stage3,s3_s1_l3_o3_c0,s1_l3_o3_c0,77,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_77,3.0,0.8,1.2,0.2,0.0003,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_77/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed77,success,6.67,0.98283,0.8933,0.854473,0.9466,14,0.98283,False
stage3,s3_s1_l3_o3_c0,s1_l3_o3_c0,122,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_122,3.0,0.8,1.2,0.2,0.0003,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_122/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed122,success,8.81,0.986227,0.8848,0.847547,0.9551000000000001,37,0.986227,False
stage3,s3_s1_l3_o3_c0,s1_l3_o3_c0,183,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_183,3.0,0.8,1.2,0.2,0.0003,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_183/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed183,success,8.19,0.971383,0.9017000000000001,0.860667,0.9326000000000001,26,0.971383,True
stage3,s3_s1_l3_o3_c0,s1_l3_o3_c0,230,80,128,val_macro_f1,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_230,3.0,0.8,1.2,0.2,0.0003,0.0002,False,1,0.2,64,0.3,/home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/h1/results/ablation2_teacher_student_lstm/students/ablation2_strict_valf1_20260522/ablation2_strict_valf1_20260522/stage3/s3_s1_l3_o3_c0/seed_230/ablation2_distill_lstm_weld_seam_windows_ws5_tf75_pg0_h1_ep80_lr0.0003_bs128_T3.0_lce0.8_lkd1.2_lf0.2_seed230,success,8.0,0.972365,0.9045000000000001,0.868098,0.9803000000000001,33,0.972365,True
